event_date,year,district,event_type,actor1,actor2,fatalities,latitude,longitude,month,year_month,season,event_count,rolling_event_count_30d
2017-02-15,2017,Tengnoupal,Explosions/Remote violence,Rebel Group B,Protesters,2,24.932007381033277,94.34866405851372,2,2017-02,Winter,1,3.0
2017-02-27,2017,Tengnoupal,Protests,Protesters,,0,24.8641132741626,94.24261579308806,2,2017-02,Winter,1,4.0
2017-05-09,2017,Tengnoupal,Battles,Rebel Group A,Rebel Group B,1,25.197310924210797,94.1575591231286,5,2017-05,Pre-Monsoon,1,1.0
2017-06-13,2017,Tengnoupal,Protests,Unidentified Armed Group,Unidentified Armed Group,0,25.03176473789082,93.99683744470065,6,2017-06,Monsoon,1,1.0
2017-06-14,2017,Tengnoupal,Battles,Civilians,Protesters,5,24.52230941670044,93.92697952802006,6,2017-06,Monsoon,1,2.0
2017-06-23,2017,Tengnoupal,Battles,Protesters,Protesters,1,25.016803148171483,93.79777749965044,6,2017-06,Monsoon,1,3.0
2017-07-12,2017,Tengnoupal,Violence against civilians,Protesters,,1,24.664331367966817,93.8938492699034,7,2017-07,Monsoon,1,4.0
2017-07-26,2017,Tengnoupal,Battles,Unidentified Armed Group,Rebel Group A,4,25.02467046564048,93.97794002039576,7,2017-07,Monsoon,1,2.0
2017-07-30,2017,Tengnoupal,Battles,Unidentified Armed Group,Protesters,2,24.931958845362523,94.16431661390337,7,2017-07,Monsoon,1,3.0
2017-08-01,2017,Tengnoupal,Battles,Civilians,,1,25.152158849302538,93.93327705439354,8,2017-08,Monsoon,1,4.0
2017-09-28,2017,Tengnoupal,Battles,Civilians,,5,25.433901203329565,94.12033055208458,9,2017-09,Monsoon,1,1.0
2017-12-27,2017,Tengnoupal,Protests,Civilians,Protesters,0,23.914710298091872,94.10815382186576,12,2017-12,Winter,1,1.0
2018-01-20,2018,Tengnoupal,Strategic developments,Civilians,Rebel Group B,0,24.748868462586973,93.65308157943365,1,2018-01,Winter,1,2.0
2018-02-09,2018,Tengnoupal,Protests,Unidentified Armed Group,State Forces,0,24.983288769236943,94.03993897396398,2,2018-02,Winter,1,2.0
2018-02-19,2018,Tengnoupal,Violence against civilians,State Forces,,1,24.87670957098845,93.9865104948559,2,2018-02,Winter,1,2.0
2018-02-23,2018,Tengnoupal,Protests,Unidentified Armed Group,Rebel Group A,0,24.806607343224638,94.2443050501115,2,2018-02,Winter,1,3.0
2018-03-18,2018,Tengnoupal,Violence against civilians,Rebel Group A,Unidentified Armed Group,0,25.0479060230686,94.13540853067887,3,2018-03,Pre-Monsoon,1,3.0
2018-03-24,2018,Tengnoupal,Protests,State Forces,Rebel Group B,0,25.25940728088364,93.67052670195046,3,2018-03,Pre-Monsoon,1,3.0
2018-05-19,2018,Tengnoupal,Strategic developments,Civilians,,0,24.70701757157413,93.9560703091511,5,2018-05,Pre-Monsoon,1,1.0
2018-11-25,2018,Tengnoupal,Riots,Rebel Group B,Civilians,0,24.566319627793675,93.6639103481766,11,2018-11,Post-Monsoon,1,1.0
2019-02-24,2019,Tengnoupal,Violence against civilians,Rebel Group A,,0,24.88440935041293,93.67298415709168,2,2019-02,Winter,1,1.0
2019-03-04,2019,Tengnoupal,Battles,Rebel Group B,Protesters,2,25.248634896922976,93.66200063913315,3,2019-03,Pre-Monsoon,1,2.0
2019-03-11,2019,Tengnoupal,Strategic developments,Civilians,Unidentified Armed Group,0,24.82168027198231,93.43576284751342,3,2019-03,Pre-Monsoon,1,3.0
2019-05-08,2019,Tengnoupal,Riots,State Forces,Civilians,0,24.826521396271318,93.83563577081654,5,2019-05,Pre-Monsoon,1,1.0
2019-06-07,2019,Tengnoupal,Protests,Rebel Group B,,0,25.137051178428383,94.0861761745958,6,2019-06,Monsoon,1,1.0
2019-06-19,2019,Tengnoupal,Protests,State Forces,,0,25.027546609084204,93.76778522377212,6,2019-06,Monsoon,1,2.0
2019-08-05,2019,Tengnoupal,Explosions/Remote violence,State Forces,,1,24.78790884469941,93.63975833247672,8,2019-08,Monsoon,1,1.0
2019-10-25,2019,Tengnoupal,Riots,Unidentified Armed Group,Civilians,3,24.50884811249443,94.0416865917608,10,2019-10,Post-Monsoon,1,1.0
2019-12-16,2019,Tengnoupal,Explosions/Remote violence,Protesters,Civilians,2,24.80664346005061,93.95819729483736,12,2019-12,Winter,1,1.0
2020-01-03,2020,Tengnoupal,Protests,Civilians,,0,25.13927533286702,94.23492140488442,1,2020-01,Winter,1,2.0
2020-01-08,2020,Tengnoupal,Riots,Protesters,Civilians,1,24.65054209310193,93.9543381370502,1,2020-01,Winter,1,3.0
2020-01-27,2020,Tengnoupal,Explosions/Remote violence,Civilians,Rebel Group A,1,24.668823716640283,93.97027586507318,1,2020-01,Winter,1,3.0
2020-02-02,2020,Tengnoupal,Protests,Protesters,State Forces,0,25.34037516102257,94.19475006844024,2,2020-02,Winter,1,3.0
2020-03-20,2020,Tengnoupal,Explosions/Remote violence,Rebel Group A,,2,24.462756155407348,94.27109650840066,3,2020-03,Pre-Monsoon,1,1.0
2020-04-03,2020,Tengnoupal,Protests,Protesters,Rebel Group A,0,24.755931571938014,93.98909330105798,4,2020-04,Pre-Monsoon,1,2.0
2020-05-03,2020,Tengnoupal,Riots,Rebel Group A,Rebel Group A,1,24.391902958095702,94.11121191780168,5,2020-05,Pre-Monsoon,1,1.0
2020-05-15,2020,Tengnoupal,Strategic developments,State Forces,Protesters,0,25.08655351136547,94.1476177019814,5,2020-05,Pre-Monsoon,1,2.0
2020-05-15,2020,Tengnoupal,Strategic developments,State Forces,Protesters,0,25.08655351136547,94.1476177019814,5,2020-05,Pre-Monsoon,1,3.0
2020-05-15,2020,Tengnoupal,Violence against civilians,Protesters,Protesters,0,24.85067452179676,94.14880138920832,5,2020-05,Pre-Monsoon,1,2.0
2020-05-15,2020,Tengnoupal,Violence against civilians,Protesters,Protesters,0,24.85067452179676,94.14880138920832,5,2020-05,Pre-Monsoon,1,3.0
2020-06-20,2020,Tengnoupal,Protests,Rebel Group B,State Forces,0,24.9109489263638,94.03976837868412,6,2020-06,Monsoon,1,1.0
2020-08-14,2020,Tengnoupal,Protests,Civilians,,0,24.72736321804822,93.95572963574423,8,2020-08,Monsoon,1,1.0
2020-08-16,2020,Tengnoupal,Protests,Protesters,Rebel Group A,0,24.79581525690355,94.00765713845163,8,2020-08,Monsoon,1,2.0
2020-10-06,2020,Tengnoupal,Battles,Unidentified Armed Group,Rebel Group B,0,25.517656268126977,93.79930916917516,10,2020-10,Post-Monsoon,1,1.0
2020-10-17,2020,Tengnoupal,Battles,Civilians,State Forces,5,24.86870386813141,93.67310239604116,10,2020-10,Post-Monsoon,1,2.0
2020-10-18,2020,Tengnoupal,Riots,Protesters,Rebel Group A,0,24.573698428160835,94.1600943927088,10,2020-10,Post-Monsoon,1,3.0
2020-10-26,2020,Tengnoupal,Riots,Rebel Group A,State Forces,1,24.916260108521904,94.16172998854675,10,2020-10,Post-Monsoon,1,4.0
2020-11-25,2020,Tengnoupal,Violence against civilians,Unidentified Armed Group,Unidentified Armed Group,1,24.637233461640747,93.89717535453832,11,2020-11,Post-Monsoon,1,1.0
2021-01-05,2021,Tengnoupal,Protests,Unidentified Armed Group,State Forces,0,24.95165633617249,93.73598701753512,1,2021-01,Winter,1,1.0
2021-02-01,2021,Tengnoupal,Violence against civilians,Protesters,,0,25.0261919071766,93.67698697570331,2,2021-02,Winter,1,2.0
2021-03-14,2021,Tengnoupal,Battles,Rebel Group B,Unidentified Armed Group,4,24.72870849704194,93.88342463725868,3,2021-03,Pre-Monsoon,1,1.0
2021-03-19,2021,Tengnoupal,Protests,Rebel Group A,Civilians,0,24.558607126090862,93.91417604572814,3,2021-03,Pre-Monsoon,1,2.0
2021-05-13,2021,Tengnoupal,Strategic developments,Rebel Group A,Civilians,0,24.878024402016877,93.83641884364091,5,2021-05,Pre-Monsoon,1,1.0
2021-05-28,2021,Tengnoupal,Riots,Rebel Group B,,0,24.95135852432554,94.0481282153942,5,2021-05,Pre-Monsoon,1,2.0
2021-06-04,2021,Tengnoupal,Riots,Rebel Group A,Rebel Group B,0,24.586224959051695,93.86500054382265,6,2021-06,Monsoon,1,3.0
2021-07-03,2021,Tengnoupal,Violence against civilians,Civilians,,0,24.098459134300224,94.28212920363464,7,2021-07,Monsoon,1,2.0
2021-08-04,2021,Tengnoupal,Explosions/Remote violence,State Forces,Civilians,3,24.696646928369635,94.16958292362104,8,2021-08,Monsoon,1,1.0
2021-08-27,2021,Tengnoupal,Violence against civilians,Rebel Group A,Unidentified Armed Group,0,24.73695909388048,94.0337137194941,8,2021-08,Monsoon,1,2.0
2021-10-12,2021,Tengnoupal,Strategic developments,State Forces,Civilians,0,25.16344453585408,94.16365033987697,10,2021-10,Post-Monsoon,1,1.0
2021-11-18,2021,Tengnoupal,Protests,Rebel Group B,,0,24.85417247369082,93.7497472959529,11,2021-11,Post-Monsoon,1,1.0
2021-12-06,2021,Tengnoupal,Riots,Unidentified Armed Group,Protesters,1,24.892650205142672,93.58097923058018,12,2021-12,Winter,1,2.0
2021-12-08,2021,Tengnoupal,Battles,Unidentified Armed Group,Rebel Group A,5,24.63538212282174,94.00452845693351,12,2021-12,Winter,1,3.0
2021-12-19,2021,Tengnoupal,Protests,Unidentified Armed Group,,0,24.788487398892123,93.65276478087614,12,2021-12,Winter,1,3.0
2021-12-25,2021,Tengnoupal,Protests,Rebel Group A,State Forces,0,24.583964340275045,93.6107814344379,12,2021-12,Winter,1,4.0
2022-01-04,2022,Tengnoupal,Riots,Rebel Group A,,1,24.929826344449317,93.83696252413286,1,2022-01,Winter,1,5.0
2022-01-07,2022,Tengnoupal,Protests,Rebel Group A,,0,24.823694013347534,93.47439270349656,1,2022-01,Winter,1,4.0
2022-01-21,2022,Tengnoupal,Battles,State Forces,Civilians,0,24.7316872422758,93.34010927967626,1,2022-01,Winter,1,4.0
2022-01-28,2022,Tengnoupal,Battles,Unidentified Armed Group,Rebel Group A,1,25.25424565817058,93.86547642827688,1,2022-01,Winter,1,4.0
2022-02-24,2022,Tengnoupal,Explosions/Remote violence,Protesters,,0,24.934319350064744,93.6931003595092,2,2022-02,Winter,1,2.0
2022-02-28,2022,Tengnoupal,Riots,Civilians,Rebel Group B,0,25.36872713341536,94.05393323648508,2,2022-02,Winter,1,2.0
2022-03-20,2022,Tengnoupal,Explosions/Remote violence,Protesters,,3,25.089834883956986,93.68527441409356,3,2022-03,Pre-Monsoon,1,3.0
2022-04-06,2022,Tengnoupal,Protests,Unidentified Armed Group,Protesters,0,24.877749402158354,93.62245168872371,4,2022-04,Pre-Monsoon,1,2.0
2022-06-01,2022,Tengnoupal,Strategic developments,Civilians,Unidentified Armed Group,0,24.70430990027034,94.15418694402932,6,2022-06,Monsoon,1,1.0
2022-08-14,2022,Tengnoupal,Protests,Rebel Group A,Rebel Group A,0,24.725506017179587,94.27518254263188,8,2022-08,Monsoon,1,1.0
2022-09-28,2022,Tengnoupal,Protests,State Forces,Unidentified Armed Group,0,24.45005835567717,94.06311489534949,9,2022-09,Monsoon,1,1.0
2022-09-30,2022,Tengnoupal,Explosions/Remote violence,Civilians,,3,24.800166341519997,94.0022451516108,9,2022-09,Monsoon,1,2.0
2022-10-08,2022,Tengnoupal,Battles,Unidentified Armed Group,Rebel Group B,3,24.628398925890743,93.15136004039232,10,2022-10,Post-Monsoon,1,3.0
2022-10-17,2022,Tengnoupal,Strategic developments,Rebel Group B,State Forces,0,24.67577347026257,94.27315644277098,10,2022-10,Post-Monsoon,1,4.0
2022-10-20,2022,Tengnoupal,Strategic developments,Rebel Group B,Rebel Group B,0,24.659543566019703,93.39147638375044,10,2022-10,Post-Monsoon,1,5.0
2022-12-03,2022,Tengnoupal,Riots,Unidentified Armed Group,,0,24.82200685169238,93.39635265269052,12,2022-12,Winter,1,1.0
2022-12-04,2022,Tengnoupal,Strategic developments,Unidentified Armed Group,State Forces,0,24.733402839856588,94.06038780383128,12,2022-12,Winter,1,2.0
2022-12-22,2022,Tengnoupal,Protests,Civilians,,0,24.88165220489429,94.05506293449616,12,2022-12,Winter,1,3.0
2022-12-31,2022,Tengnoupal,Riots,Protesters,,0,24.48032350636213,93.99195584314197,12,2022-12,Winter,1,4.0
2023-02-21,2023,Tengnoupal,Protests,State Forces,State Forces,0,24.614850600696947,94.0473529137432,2,2023-02,Winter,1,1.0
2023-03-23,2023,Tengnoupal,Protests,Unidentified Armed Group,,0,24.754917202142465,93.76028079582927,3,2023-03,Pre-Monsoon,1,1.0
2023-03-31,2023,Tengnoupal,Riots,Protesters,Rebel Group B,1,24.569513020658142,94.24821572072518,3,2023-03,Pre-Monsoon,1,2.0
2023-04-14,2023,Tengnoupal,Battles,State Forces,State Forces,3,25.131310470663283,94.04634818974256,4,2023-04,Pre-Monsoon,1,3.0
2023-04-18,2023,Tengnoupal,Strategic developments,Protesters,Unidentified Armed Group,0,24.883555755040916,93.81328352565332,4,2023-04,Pre-Monsoon,1,4.0
2023-04-21,2023,Tengnoupal,Explosions/Remote violence,Unidentified Armed Group,,1,24.550121530438684,93.42112087611385,4,2023-04,Pre-Monsoon,1,5.0
2023-05-01,2023,Tengnoupal,Riots,Unidentified Armed Group,Unidentified Armed Group,0,24.828282833891123,93.833539076293,5,2023-05,Pre-Monsoon,1,4.0
2023-07-26,2023,Tengnoupal,Violence against civilians,Rebel Group A,,1,24.96681389818474,93.71883913581034,7,2023-07,Monsoon,1,1.0
2023-07-28,2023,Tengnoupal,Violence against civilians,Civilians,,1,24.46733324462291,93.6468710236821,7,2023-07,Monsoon,1,2.0
2023-08-02,2023,Tengnoupal,Protests,Civilians,Civilians,0,24.665890959181887,93.40494983570876,8,2023-08,Monsoon,1,3.0
2023-08-22,2023,Tengnoupal,Protests,Rebel Group B,Rebel Group A,0,24.76326725474386,93.90817754547,8,2023-08,Monsoon,1,4.0
2023-09-16,2023,Tengnoupal,Protests,State Forces,Protesters,0,24.90880998470905,93.8362795184217,9,2023-09,Monsoon,1,2.0
2023-10-18,2023,Tengnoupal,Riots,State Forces,,0,24.969583470842927,94.06708018074312,10,2023-10,Post-Monsoon,1,1.0
2023-12-07,2023,Tengnoupal,Battles,Unidentified Armed Group,Unidentified Armed Group,2,25.165183425308097,93.40746554833083,12,2023-12,Winter,1,1.0
2024-01-01,2024,Tengnoupal,Battles,Unidentified Armed Group,,2,24.69890669226917,94.63777166676716,1,2024-01,Winter,1,2.0
2024-01-09,2024,Tengnoupal,Battles,Protesters,,3,25.01464817343796,93.80176295801184,1,2024-01,Winter,1,2.0
2024-01-22,2024,Tengnoupal,Strategic developments,Protesters,,0,24.925762771040933,94.42731991835826,1,2024-01,Winter,1,3.0
2024-01-26,2024,Tengnoupal,Violence against civilians,Rebel Group B,Protesters,0,24.447359822002603,94.37871203970028,1,2024-01,Winter,1,4.0
2024-02-15,2024,Tengnoupal,Protests,Unidentified Armed Group,Rebel Group B,0,24.929205400110902,93.84160377719618,2,2024-02,Winter,1,3.0
2024-02-22,2024,Tengnoupal,Violence against civilians,Unidentified Armed Group,Civilians,2,24.72638635015304,94.1638366039961,2,2024-02,Winter,1,3.0
2024-03-31,2024,Tengnoupal,Protests,Rebel Group A,Protesters,0,24.76857163059016,94.17028748757755,3,2024-03,Pre-Monsoon,1,1.0
2024-04-13,2024,Tengnoupal,Battles,Civilians,Rebel Group A,0,24.90510710105513,93.97165048546562,4,2024-04,Pre-Monsoon,1,2.0
2024-04-24,2024,Tengnoupal,Battles,Unidentified Armed Group,,2,25.137400932078958,93.51813833009074,4,2024-04,Pre-Monsoon,1,3.0
2024-05-08,2024,Tengnoupal,Explosions/Remote violence,Unidentified Armed Group,Unidentified Armed Group,2,25.08357966409926,94.15713471004632,5,2024-05,Pre-Monsoon,1,3.0
2024-06-28,2024,Tengnoupal,Riots,State Forces,,0,25.25100585084619,93.58782805137491,6,2024-06,Monsoon,1,1.0
2024-07-12,2024,Tengnoupal,Protests,Rebel Group A,Civilians,0,25.270396839760963,93.68129215267363,7,2024-07,Monsoon,1,2.0
2024-08-08,2024,Tengnoupal,Explosions/Remote violence,Civilians,,1,24.88389395659429,93.5595063686603,8,2024-08,Monsoon,1,2.0
2024-08-13,2024,Tengnoupal,Strategic developments,State Forces,Unidentified Armed Group,0,25.039975631686914,93.91538280928546,8,2024-08,Monsoon,1,2.0
2024-09-10,2024,Tengnoupal,Riots,Rebel Group B,,0,25.1214833543102,94.106167429663,9,2024-09,Monsoon,1,2.0
2024-09-17,2024,Tengnoupal,Strategic developments,Unidentified Armed Group,Unidentified Armed Group,0,24.844076167703395,94.35063827489051,9,2024-09,Monsoon,1,2.0
2024-09-23,2024,Tengnoupal,Violence against civilians,Rebel Group A,Rebel Group B,0,24.49005401975071,93.91867358544378,9,2024-09,Monsoon,1,3.0
2024-10-09,2024,Tengnoupal,Riots,Rebel Group B,State Forces,2,24.390819646744507,93.90070078616748,10,2024-10,Post-Monsoon,1,4.0
2024-11-22,2024,Tengnoupal,Riots,Protesters,Rebel Group B,1,24.569415925115468,93.74928735961998,11,2024-11,Post-Monsoon,1,1.0
2024-12-09,2024,Tengnoupal,Riots,State Forces,Protesters,0,24.89921672683904,94.16912642108166,12,2024-12,Winter,1,2.0
2024-12-11,2024,Tengnoupal,Riots,Unidentified Armed Group,Unidentified Armed Group,0,25.094981321617748,94.12616336695098,12,2024-12,Winter,1,3.0
2024-12-21,2024,Tengnoupal,Protests,Rebel Group A,Protesters,0,25.72848448408655,93.64830058165522,12,2024-12,Winter,1,4.0
2024-12-30,2024,Tengnoupal,Protests,Civilians,Unidentified Armed Group,0,25.31777408271295,93.49089400942805,12,2024-12,Winter,1,4.0
2025-01-29,2025,Tengnoupal,Protests,State Forces,,0,24.558915111218155,94.33831056486096,1,2025-01,Winter,1,1.0
2025-03-05,2025,Tengnoupal,Violence against civilians,Unidentified Armed Group,Civilians,2,24.38138357292321,93.88613064676288,3,2025-03,Pre-Monsoon,1,1.0
2025-03-07,2025,Tengnoupal,Violence against civilians,Civilians,,0,24.627702361037816,94.69487972776209,3,2025-03,Pre-Monsoon,1,2.0
2025-04-03,2025,Tengnoupal,Protests,Rebel Group B,Protesters,0,25.03455183614811,93.47751749698618,4,2025-04,Pre-Monsoon,1,3.0
2025-04-05,2025,Tengnoupal,Battles,Protesters,Protesters,0,24.316086990128728,94.12781982901996,4,2025-04,Pre-Monsoon,1,3.0
2025-04-08,2025,Tengnoupal,Explosions/Remote violence,State Forces,Rebel Group B,1,25.08925969023781,94.26387328509742,4,2025-04,Pre-Monsoon,1,3.0
2025-04-09,2025,Tengnoupal,Strategic developments,Rebel Group A,Unidentified Armed Group,0,24.93298554420862,94.2895707608118,4,2025-04,Pre-Monsoon,1,4.0
2025-05-12,2025,Tengnoupal,Riots,Civilians,Rebel Group A,1,24.45694900107952,93.44792210420712,5,2025-05,Pre-Monsoon,1,1.0
2025-05-17,2025,Tengnoupal,Battles,Protesters,,4,25.20211575631997,93.75940420808097,5,2025-05,Pre-Monsoon,1,2.0
2025-05-17,2025,Tengnoupal,Battles,Protesters,,4,25.20211575631997,93.75940420808097,5,2025-05,Pre-Monsoon,1,3.0
2025-05-17,2025,Tengnoupal,Riots,Unidentified Armed Group,Rebel Group A,0,24.59272816706088,94.34769109168865,5,2025-05,Pre-Monsoon,1,2.0
2025-05-17,2025,Tengnoupal,Riots,Unidentified Armed Group,Rebel Group A,0,24.59272816706088,94.34769109168865,5,2025-05,Pre-Monsoon,1,3.0
2025-06-25,2025,Tengnoupal,Strategic developments,State Forces,Protesters,0,25.08445636552175,93.86205822612814,6,2025-06,Monsoon,1,1.0
2025-07-04,2025,Tengnoupal,Protests,Civilians,Unidentified Armed Group,0,25.16055523000148,94.08532635614304,7,2025-07,Monsoon,1,2.0
2025-09-21,2025,Tengnoupal,Battles,Rebel Group A,Civilians,1,24.51779962712749,94.08012276285648,9,2025-09,Monsoon,1,1.0
2025-09-22,2025,Tengnoupal,Strategic developments,Protesters,Rebel Group B,0,24.75375750264814,94.65396064314376,9,2025-09,Monsoon,1,2.0
2025-10-01,2025,Tengnoupal,Strategic developments,Rebel Group B,,0,25.060194976271767,93.6648564117407,10,2025-10,Post-Monsoon,1,3.0
2025-11-12,2025,Tengnoupal,Riots,Rebel Group A,Rebel Group A,0,25.01861815572813,93.89586576099376,11,2025-11,Post-Monsoon,1,1.0
2025-11-18,2025,Tengnoupal,Violence against civilians,State Forces,Unidentified Armed Group,1,24.53943330802155,93.445994501792,11,2025-11,Post-Monsoon,1,2.0
2025-12-19,2025,Tengnoupal,Explosions/Remote violence,Protesters,Rebel Group B,0,24.735978826624795,94.09352999747551,12,2025-12,Winter,1,1.0
2025-12-25,2025,Tengnoupal,Battles,Rebel Group B,,5,24.514453076667404,94.26567076908856,12,2025-12,Winter,1,2.0
2026-02-18,2026,Tengnoupal,Explosions/Remote violence,Rebel Group A,State Forces,2,25.09890227440837,94.30967401472004,2,2026-02,Winter,1,1.0
2026-03-11,2026,Tengnoupal,Violence against civilians,State Forces,Unidentified Armed Group,0,24.955994716115505,94.04667072595512,3,2026-03,Pre-Monsoon,1,2.0
2026-03-12,2026,Tengnoupal,Strategic developments,Unidentified Armed Group,State Forces,0,24.18352032482889,94.04414762468672,3,2026-03,Pre-Monsoon,1,3.0
2026-03-14,2026,Tengnoupal,Battles,Civilians,Rebel Group A,3,24.669120105265996,93.74719981861872,3,2026-03,Pre-Monsoon,1,4.0
2010-11-19,2010,Thoubal,Protests,Civilians,,0,24.90478217245168,93.65822935645993,11,2010-11,Post-Monsoon,1,1.0
2011-01-17,2011,Thoubal,Violence against civilians,Unidentified Armed Group,Civilians,0,25.02845846445873,94.04137122328852,1,2011-01,Winter,1,1.0
2011-12-18,2011,Thoubal,Battles,Protesters,,2,24.41406241970664,93.81811988802627,12,2011-12,Winter,1,1.0
2012-03-03,2012,Thoubal,Battles,Unidentified Armed Group,Rebel Group A,4,24.79523601541795,94.03095717373223,3,2012-03,Pre-Monsoon,1,1.0
2012-06-21,2012,Thoubal,Strategic developments,State Forces,Rebel Group A,0,24.516368822610872,93.92760316839428,6,2012-06,Monsoon,1,1.0
2012-07-05,2012,Thoubal,Riots,Rebel Group A,,3,24.94794022856051,93.78261690222992,7,2012-07,Monsoon,1,2.0
2012-07-13,2012,Thoubal,Protests,Unidentified Armed Group,State Forces,0,24.336021859955217,93.731411052272,7,2012-07,Monsoon,1,3.0
2012-12-19,2012,Thoubal,Protests,Civilians,,0,24.83393543715617,93.7423453598113,12,2012-12,Winter,1,1.0
2013-08-22,2013,Thoubal,Riots,State Forces,,0,24.798935836115582,94.26274750330391,8,2013-08,Monsoon,1,1.0
2013-09-28,2013,Thoubal,Battles,Civilians,Unidentified Armed Group,3,25.049261826958475,93.33075456524668,9,2013-09,Monsoon,1,1.0
2013-12-31,2013,Thoubal,Strategic developments,State Forces,Rebel Group B,0,24.45305479380993,93.52233528233616,12,2013-12,Winter,1,1.0
2014-01-10,2014,Thoubal,Battles,Protesters,Protesters,1,24.87382565965544,93.98500868259708,1,2014-01,Winter,1,2.0
2014-01-30,2014,Thoubal,Protests,Protesters,Civilians,0,24.82711761752864,94.50172467592093,1,2014-01,Winter,1,2.0
2014-08-02,2014,Thoubal,Riots,Rebel Group A,Unidentified Armed Group,0,24.39869329999923,93.69622723866502,8,2014-08,Monsoon,1,1.0
2014-08-31,2014,Thoubal,Battles,Rebel Group B,Rebel Group B,1,24.60515738892441,93.4070946248707,8,2014-08,Monsoon,1,2.0
2014-12-24,2014,Thoubal,Battles,Rebel Group A,,1,24.551279319809872,93.85795494724218,12,2014-12,Winter,1,1.0
2015-06-29,2015,Thoubal,Battles,State Forces,,2,24.163063401582928,93.91974894433793,6,2015-06,Monsoon,1,1.0
2015-07-03,2015,Thoubal,Violence against civilians,Civilians,,0,24.657759856361533,93.57221822713194,7,2015-07,Monsoon,1,2.0
2016-05-01,2016,Thoubal,Battles,Rebel Group A,,0,25.06030583974761,93.9829732579466,5,2016-05,Pre-Monsoon,1,1.0
2016-05-09,2016,Thoubal,Strategic developments,Rebel Group A,Rebel Group A,0,25.181819450930856,93.7190337248504,5,2016-05,Pre-Monsoon,1,2.0
2016-07-30,2016,Thoubal,Explosions/Remote violence,Rebel Group B,,0,24.2270930231872,94.02902200934274,7,2016-07,Monsoon,1,1.0
2016-09-06,2016,Thoubal,Battles,Unidentified Armed Group,,1,24.9936290106572,93.97853562048056,9,2016-09,Monsoon,1,1.0
2016-09-09,2016,Thoubal,Strategic developments,State Forces,Protesters,0,25.31629371631736,93.74840522405522,9,2016-09,Monsoon,1,2.0
2017-02-10,2017,Thoubal,Protests,Unidentified Armed Group,,0,24.690525306567917,94.25031684356937,2,2017-02,Winter,1,1.0
2017-03-28,2017,Thoubal,Protests,Protesters,Protesters,0,25.06807224083941,93.87112539464592,3,2017-03,Pre-Monsoon,1,1.0
2017-03-31,2017,Thoubal,Protests,Rebel Group B,State Forces,0,24.76475764804052,93.81058043771222,3,2017-03,Pre-Monsoon,1,2.0
2017-04-14,2017,Thoubal,Riots,Unidentified Armed Group,,0,24.532655573461465,94.11843752504616,4,2017-04,Pre-Monsoon,1,3.0
2017-05-07,2017,Thoubal,Explosions/Remote violence,Unidentified Armed Group,Rebel Group B,1,25.22642942645668,93.81848251191856,5,2017-05,Pre-Monsoon,1,2.0
2017-05-09,2017,Thoubal,Battles,Protesters,Rebel Group A,2,25.21148111360209,93.6749924192258,5,2017-05,Pre-Monsoon,1,3.0
2017-06-04,2017,Thoubal,Protests,Rebel Group B,Rebel Group B,0,25.17806097457201,94.03977013952004,6,2017-06,Monsoon,1,3.0
2017-07-15,2017,Thoubal,Explosions/Remote violence,Civilians,,0,25.11359634380996,94.11783590755611,7,2017-07,Monsoon,1,1.0
2017-09-22,2017,Thoubal,Riots,Protesters,,0,24.69774105371336,93.72828690195507,9,2017-09,Monsoon,1,1.0
2017-09-26,2017,Thoubal,Strategic developments,Protesters,Unidentified Armed Group,0,24.7725881806398,93.7071540637592,9,2017-09,Monsoon,1,2.0
2017-11-18,2017,Thoubal,Battles,Rebel Group B,Protesters,2,24.786061581294582,93.78109228432456,11,2017-11,Post-Monsoon,1,1.0
2017-12-02,2017,Thoubal,Protests,Protesters,Unidentified Armed Group,0,24.463132893494983,94.19235947771654,12,2017-12,Winter,1,2.0
2017-12-05,2017,Thoubal,Riots,State Forces,Unidentified Armed Group,1,24.745262966884965,94.14351324305588,12,2017-12,Winter,1,3.0
2017-12-29,2017,Thoubal,Protests,Protesters,,0,24.042523850676048,94.0037635438564,12,2017-12,Winter,1,3.0
2017-12-30,2017,Thoubal,Battles,Unidentified Armed Group,Rebel Group A,0,24.89628934659263,94.15435984180196,12,2017-12,Winter,1,4.0
2018-01-27,2018,Thoubal,Explosions/Remote violence,State Forces,Unidentified Armed Group,1,24.86122284469817,94.18093585362028,1,2018-01,Winter,1,3.0
2018-02-22,2018,Thoubal,Strategic developments,Civilians,Unidentified Armed Group,0,25.11048819068859,93.72808508115128,2,2018-02,Winter,1,2.0
2018-03-14,2018,Thoubal,Riots,Civilians,Rebel Group A,1,24.97478325418744,94.21531660374086,3,2018-03,Pre-Monsoon,1,2.0
2018-04-12,2018,Thoubal,Riots,State Forces,Rebel Group A,0,24.90197411055829,94.24828952353089,4,2018-04,Pre-Monsoon,1,2.0
2018-05-02,2018,Thoubal,Protests,Civilians,,0,24.060518559561388,94.04043739486646,5,2018-05,Pre-Monsoon,1,2.0
2018-05-15,2018,Thoubal,Strategic developments,Unidentified Armed Group,,0,24.65973383761945,94.04629704147251,5,2018-05,Pre-Monsoon,1,2.0
2018-06-13,2018,Thoubal,Battles,Protesters,,2,24.87776773508797,94.16760741246428,6,2018-06,Monsoon,1,2.0
